Required fields,,,,,,,,,,,,,,,,,,,,,,,,0
,,,CHANNEL,D2838,,,CHANNEL,D3038,,,BOOL,H102.03,,,BOOL,W102.03,,,,,,,,
,,,CHANNEL,D2839,,,CHANNEL,D3039,,,BOOL,H102.04,,,BOOL,W102.04,,,,,,,,
,,,CHANNEL,D2840,,,CHANNEL,D3040,,,BOOL,H102.05,,,BOOL,W102.05,,,,,,,,
,,,CHANNEL,D2841,,,CHANNEL,D3041,,,BOOL,H102.06,,,BOOL,W102.06,,,,,,,,
,,,CHANNEL,D2842,,,CHANNEL,D3042,,,BOOL,H102.07,,,BOOL,W102.07,,,,,,,,
,,,CHANNEL,D2843,,,CHANNEL,D3043,,,BOOL,H102.08,,,BOOL,W102.08,,,,,,,,
,,,CHANNEL,D2844,,,CHANNEL,D3044,,,BOOL,H102.09,,,BOOL,W102.09,,,,,,,,
,,,CHANNEL,D2845,,,CHANNEL,D3045,,,BOOL,H102.10,,,BOOL,W102.10,,,,,,,,
,,,CHANNEL,D2846,,,CHANNEL,D3046,,,BOOL,H102.11,,,BOOL,W102.11,,,,,,,,
,,,CHANNEL,D2847,,,CHANNEL,D3047,,,BOOL,H102.12,,,BOOL,W102.12,,,,,,,,
,,,CHANNEL,D2848,,,CHANNEL,D3048,,,BOOL,H102.13,,,BOOL,W102.13,,,,,,,,
,,,CHANNEL,D2849,,,CHANNEL,D3049,,,BOOL,H102.14,,,BOOL,W102.14,,,,,,,,
,,,CHANNEL,D2850,,,CHANNEL,D3050,,,BOOL,H102.15,,,BOOL,W102.15,,,,,,,,
,,,CHANNEL,D2851,,,CHANNEL,D3051,,,WORD,H103,,,CHANNEL,W103,,,,,,,,
,,,CHANNEL,D2852,,,CHANNEL,D3052,,,BOOL,H103.00,,,BOOL,W103.00,,,,,,,,
,,,CHANNEL,D2853,,,CHANNEL,D3053,,,BOOL,H103.01,,,BOOL,W103.01,,,,,,,,
,,,CHANNEL,D2854,,,CHANNEL,D3054,,,BOOL,H103.02,,,BOOL,W103.02,,,,,,,,
,,,CHANNEL,D2855,,,CHANNEL,D3055,,,BOOL,H103.03,,,BOOL,W103.03,,,,,,,,
,,,CHANNEL,D2856,,,CHANNEL,D3056,,,BOOL,H103.04,,,BOOL,W103.04,,,,,,,,
,,,CHANNEL,D2857,,,CHANNEL,D3057,,,BOOL,H103.05,,,BOOL,W103.05,,,,,,,,
,,,CHANNEL,D2858,,,CHANNEL,D3058,,,BOOL,H103.06,,,BOOL,W103.06,,,,,,,,
,,,CHANNEL,D2859,,,CHANNEL,D3059,,,BOOL,H103.07,,,BOOL,W103.07,,,,,,,,
,,,CHANNEL,D2860,,,CHANNEL,D3060,,,BOOL,H103.08,,,BOOL,W103.08,,,,,,,,
,,,CHANNEL,D2861,,,CHANNEL,D3061,,,BOOL,H103.09,,,BOOL,W103.09,,,,,,,,
,,,CHANNEL,D2862,,,CHANNEL,D3062,,,BOOL,H103.10,,,BOOL,W103.10,,,,,,,,
,,,CHANNEL,D2863,,,CHANNEL,D3063,,,BOOL,H103.11,,,BOOL,W103.11,,,,,,,,
,,,CHANNEL,D2864,,,CHANNEL,D3064,,,BOOL,H103.12,,,BOOL,W103.12,,,,,,,,
,,,CHANNEL,D2865,,,CHANNEL,D3065,,,BOOL,H103.13,,,BOOL,W103.13,,,,,,,,
,,,CHANNEL,D2866,,,CHANNEL,D3066,,,BOOL,H103.14,,,BOOL,W103.14,,,,,,,,
,,,CHANNEL,D2867,,,CHANNEL,D3067,,,BOOL,H103.15,,,BOOL,W103.15,,,,,,,,
,,,CHANNEL,D2868,,,CHANNEL,D3068,,,WORD,H104,,,CHANNEL,W104,,,,,,,,
,,,CHANNEL,D2869,,,CHANNEL,D3069,,,BOOL,H104.00,,,BOOL,W104.00,,,,,,,,
,,,CHANNEL,D2870,,,CHANNEL,D3070,,,BOOL,H104.01,,,BOOL,W104.01,,,,,,,,
,,,CHANNEL,D2871,,,CHANNEL,D3071,,,BOOL,H104.02,,,BOOL,W104.02,,,,,,,,
,,,CHANNEL,D2872,,,CHANNEL,D3072,,,BOOL,H104.03,,,BOOL,W104.03,,,,,,,,
,,,CHANNEL,D2873,,,CHANNEL,D3073,,,BOOL,H104.04,,,BOOL,W104.04,,,,,,,,
,,,CHANNEL,D2874,,,CHANNEL,D3074,,,BOOL,H104.05,,,BOOL,W104.05,,,,,,,,
,,,CHANNEL,D2875,,,CHANNEL,D3075,,,BOOL,H104.06,,,BOOL,W104.06,,,,,,,,
,,,CHANNEL,D2876,,,CHANNEL,D3076,,,BOOL,H104.07,,,BOOL,W104.07,,,,,,,,
,,,CHANNEL,D2877,,,CHANNEL,D3077,,,BOOL,H104.08,,,BOOL,W104.08,,,,,,,,
,,,CHANNEL,D2878,,,CHANNEL,D3078,,,BOOL,H104.09,,,BOOL,W104.09,,,,,,,,
,,,CHANNEL,D2879,,,CHANNEL,D3079,,,BOOL,H104.10,,,BOOL,W104.10,,,,,,,,
,,,CHANNEL,D2880,,,CHANNEL,D3080,,,BOOL,H104.11,,,BOOL,W104.11,,,,,,,,
,,,CHANNEL,D2881,,,CHANNEL,D3081,,,BOOL,H104.12,,,BOOL,W104.12,,,,,,,,
,,,CHANNEL,D2882,,,CHANNEL,D3082,,,BOOL,H104.13,,,BOOL,W104.13,,,,,,,,
,,,CHANNEL,D2883,,,CHANNEL,D3083,,,BOOL,H104.14,,,BOOL,W104.14,,,,,,,,
,,,CHANNEL,D2884,,,CHANNEL,D3084,,,BOOL,H104.15,,,BOOL,W104.15,,,,,,,,
,,,CHANNEL,D2885,,,CHANNEL,D3085,,,WORD,H105,,,CHANNEL,W105,,,,,,,,
,,,CHANNEL,D2886,,,CHANNEL,D3086,,,BOOL,H105.00,,,BOOL,W105.00,,,,,,,,
,,,CHANNEL,D2887,,,CHANNEL,D3087,,,BOOL,H105.01,,,BOOL,W105.01,,,,,,,,
,,,CHANNEL,D2888,,,CHANNEL,D3088,,,BOOL,H105.02,,,BOOL,W105.02,,,,,,,,
,,,CHANNEL,D2889,,,CHANNEL,D3089,,,BOOL,H105.03,,,BOOL,W105.03,,,,,,,,
,,,CHANNEL,D2890,,,CHANNEL,D3090,,,BOOL,H105.04,,,BOOL,W105.04,,,,,,,,
,,,CHANNEL,D2891,,,CHANNEL,D3091,,,BOOL,H105.05,,,BOOL,W105.05,,,,,,,,
,,,CHANNEL,D2892,,,CHANNEL,D3092,,,BOOL,H105.06,,,BOOL,W105.06,,,,,,,,
,,,CHANNEL,D2893,,,CHANNEL,D3093,,,BOOL,H105.07,,,BOOL,W105.07,,,,,,,,
,,,CHANNEL,D2894,,,CHANNEL,D3094,,,BOOL,H105.08,,,BOOL,W105.08,,,,,,,,
,,,CHANNEL,D2895,,,CHANNEL,D3095,,,BOOL,H105.09,,,BOOL,W105.09,,,,,,,,
,,,CHANNEL,D2896,,,CHANNEL,D3096,,,BOOL,H105.10,,,BOOL,W105.10,,,,,,,,
,,,CHANNEL,D2897,,,CHANNEL,D3097,,,BOOL,H105.11,,,BOOL,W105.11,,,,,,,,
,,,CHANNEL,D2898,,,CHANNEL,D3098,,,BOOL,H105.12,,,BOOL,W105.12,,,,,,,,
,,,CHANNEL,D2899,,,CHANNEL,D3099,,,BOOL,H105.13,,,BOOL,W105.13,,,,,,,,
,,,CHANNEL,D2900,,,CHANNEL,D3100,,,BOOL,H105.14,,,BOOL,W105.14,,,,,,,,
,,,CHANNEL,D2901,,,CHANNEL,D3101,,,BOOL,H105.15,,,BOOL,W105.15,,,,,,,,
,,,CHANNEL,D2902,,,CHANNEL,D3102,,,WORD,H106,,,CHANNEL,W106,,,,,,,,
,,,CHANNEL,D2903,,,CHANNEL,D3103,,,BOOL,H106.00,,,BOOL,W106.00,,,,,,,,
,,,CHANNEL,D2904,,,CHANNEL,D3104,,,BOOL,H106.01,,,BOOL,W106.01,,,,,,,,
,,,CHANNEL,D2905,,,CHANNEL,D3105,,,BOOL,H106.02,,,BOOL,W106.02,,,,,,,,
,,,CHANNEL,D2906,,,CHANNEL,D3106,,,BOOL,H106.03,,,BOOL,W106.03,,,,,,,,
,,,CHANNEL,D2907,,,CHANNEL,D3107,,,BOOL,H106.04,,,BOOL,W106.04,,,,,,,,
,,,CHANNEL,D2908,,,CHANNEL,D3108,,,BOOL,H106.05,,,BOOL,W106.05,,,,,,,,
,,,CHANNEL,D2909,,,CHANNEL,D3109,,,BOOL,H106.06,,,BOOL,W106.06,,,,,,,,
,,,CHANNEL,D2910,,,CHANNEL,D3110,,,BOOL,H106.07,,,BOOL,W106.07,,,,,,,,
,,,CHANNEL,D2911,,,CHANNEL,D3111,,,BOOL,H106.08,,,BOOL,W106.08,,,,,,,,
,,,CHANNEL,D2912,,,CHANNEL,D3112,,,BOOL,H106.09,,,BOOL,W106.09,,,,,,,,
,,,CHANNEL,D2913,,,CHANNEL,D3113,,,BOOL,H106.10,,,BOOL,W106.10,,,,,,,,
,,,CHANNEL,D2914,,,CHANNEL,D3114,,,BOOL,H106.11,,,BOOL,W106.11,,,,,,,,
,,,CHANNEL,D2915,,,CHANNEL,D3115,,,BOOL,H106.12,,,BOOL,W106.12,,,,,,,,
,,,CHANNEL,D2916,,,CHANNEL,D3116,,,BOOL,H106.13,,,BOOL,W106.13,,,,,,,,
,,,CHANNEL,D2917,,,CHANNEL,D3117,,,BOOL,H106.14,,,BOOL,W106.14,,,,,,,,
,,,CHANNEL,D2918,,,CHANNEL,D3118,,,BOOL,H106.15,,,BOOL,W106.15,,,,,,,,
,,,CHANNEL,D2919,,,CHANNEL,D3119,,,WORD,H107,,,CHANNEL,W107,,,,,,,,
,,,CHANNEL,D2920,,,CHANNEL,D3120,,,BOOL,H107.00,,,BOOL,W107.00,,,,,,,,
,,,CHANNEL,D2921,,,CHANNEL,D3121,,,BOOL,H107.01,,,BOOL,W107.01,,,,,,,,
,,,CHANNEL,D2922,,,CHANNEL,D3122,,,BOOL,H107.02,,,BOOL,W107.02,,,,,,,,
,,,CHANNEL,D2923,,,CHANNEL,D3123,,,BOOL,H107.03,,,BOOL,W107.03,,,,,,,,
,,,CHANNEL,D2924,,,CHANNEL,D3124,,,BOOL,H107.04,,,BOOL,W107.04,,,,,,,,
,,,CHANNEL,D2925,,,CHANNEL,D3125,,,BOOL,H107.05,,,BOOL,W107.05,,,,,,,,
,,,CHANNEL,D2926,,,CHANNEL,D3126,,,BOOL,H107.06,,,BOOL,W107.06,,,,,,,,
,,,CHANNEL,D2927,,,CHANNEL,D3127,,,BOOL,H107.07,,,BOOL,W107.07,,,,,,,,
,,,CHANNEL,D2928,,,CHANNEL,D3128,,,BOOL,H107.08,,,BOOL,W107.08,,,,,,,,
,,,CHANNEL,D2929,,,CHANNEL,D3129,,,BOOL,H107.09,,,BOOL,W107.09,,,,,,,,
,,,CHANNEL,D2930,,,CHANNEL,D3130,,,BOOL,H107.10,,,BOOL,W107.10,,,,,,,,
,,,CHANNEL,D2931,,,CHANNEL,D3131,,,BOOL,H107.11,,,BOOL,W107.11,,,,,,,,
,,,CHANNEL,D2932,,,CHANNEL,D3132,,,BOOL,H107.12,,,BOOL,W107.12,,,,,,,,
,,,CHANNEL,D2933,,,CHANNEL,D3133,,,BOOL,H107.13,,,BOOL,W107.13,,,,,,,,
,,,CHANNEL,D2934,,,CHANNEL,D3134,,,BOOL,H107.14,,,BOOL,W107.14,,,,,,,,
,,,CHANNEL,D2935,,,CHANNEL,D3135,,,BOOL,H107.15,,,BOOL,W107.15,,,,,,,,
,,,CHANNEL,D2936,,,CHANNEL,D3136,,,WORD,H108,,,CHANNEL,W108,,,,,,,,
,,,CHANNEL,D2937,,,CHANNEL,D3137,,,BOOL,H108.00,,,BOOL,W108.00,,,,,,,,
,,,CHANNEL,D2938,,,CHANNEL,D3138,,,BOOL,H108.01,,,BOOL,W108.01,,,,,,,,
,,,CHANNEL,D2939,,,CHANNEL,D3139,,,BOOL,H108.02,,,BOOL,W108.02,,,,,,,,
,,,CHANNEL,D2940,,,CHANNEL,D3140,,,BOOL,H108.03,,,BOOL,W108.03,,,,,,,,
,,,CHANNEL,D2941,,,CHANNEL,D3141,,,BOOL,H108.04,,,BOOL,W108.04,,,,,,,,
,,,CHANNEL,D2942,,,CHANNEL,D3142,,,BOOL,H108.05,,,BOOL,W108.05,,,,,,,,
,,,CHANNEL,D2943,,,CHANNEL,D3143,,,BOOL,H108.06,,,BOOL,W108.06,,,,,,,,
,,,CHANNEL,D2944,,,CHANNEL,D3144,,,BOOL,H108.07,,,BOOL,W108.07,,,,,,,,
,,,CHANNEL,D2945,,,CHANNEL,D3145,,,BOOL,H108.08,,,BOOL,W108.08,,,,,,,,
,,,CHANNEL,D2946,,,CHANNEL,D3146,,,BOOL,H108.09,,,BOOL,W108.09,,,,,,,,
,,,CHANNEL,D2947,,,CHANNEL,D3147,,,BOOL,H108.10,,,BOOL,W108.10,,,,,,,,
,,,CHANNEL,D2948,,,CHANNEL,D3148,,,BOOL,H108.11,,,BOOL,W108.11,,,,,,,,
,,,CHANNEL,D2949,,,CHANNEL,D3149,,,BOOL,H108.12,,,BOOL,W108.12,,,,,,,,
,,,CHANNEL,D2950,,,CHANNEL,D3150,,,BOOL,H108.13,,,BOOL,W108.13,,,,,,,,
,,,CHANNEL,D2951,,,CHANNEL,D3151,,,BOOL,H108.14,,,BOOL,W108.14,,,,,,,,
,,,CHANNEL,D2952,,,CHANNEL,D3152,,,BOOL,H108.15,,,BOOL,W108.15,,,,,,,,
,,,CHANNEL,D2953,,,CHANNEL,D3153,,,WORD,H109,,,CHANNEL,W109,,,,,,,,
,,,CHANNEL,D2954,,,CHANNEL,D3154,,,BOOL,H109.00,,,BOOL,W109.00,,,,,,,,
,,,CHANNEL,D2955,,,CHANNEL,D3155,,,BOOL,H109.01,,,BOOL,W109.01,,,,,,,,
,,,CHANNEL,D2956,,,CHANNEL,D3156,,,BOOL,H109.02,,,BOOL,W109.02,,,,,,,,
,,,CHANNEL,D2957,,,CHANNEL,D3157,,,BOOL,H109.03,,,BOOL,W109.03,,,,,,,,
,,,CHANNEL,D2958,,,CHANNEL,D3158,,,BOOL,H109.04,,,BOOL,W109.04,,,,,,,,
,,,CHANNEL,D2959,,,CHANNEL,D3159,,,BOOL,H109.05,,,BOOL,W109.05,,,,,,,,
,,,CHANNEL,D2960,,,CHANNEL,D3160,,,BOOL,H109.06,,,BOOL,W109.06,,,,,,,,
,,,CHANNEL,D2961,,,CHANNEL,D3161,,,BOOL,H109.07,,,BOOL,W109.07,,,,,,,,
,,,CHANNEL,D2962,,,CHANNEL,D3162,,,BOOL,H109.08,,,BOOL,W109.08,,,,,,,,
,,,CHANNEL,D2963,,,CHANNEL,D3163,,,BOOL,H109.09,,,BOOL,W109.09,,,,,,,,
,,,CHANNEL,D2964,,,CHANNEL,D3164,,,BOOL,H109.10,,,BOOL,W109.10,,,,,,,,
,,,CHANNEL,D2965,,,CHANNEL,D3165,,,BOOL,H109.11,,,BOOL,W109.11,,,,,,,,
,,,CHANNEL,D2966,,,CHANNEL,D3166,,,BOOL,H109.12,,,BOOL,W109.12,,,,,,,,
,,,CHANNEL,D2967,,,CHANNEL,D3167,,,BOOL,H109.13,,,BOOL,W109.13,,,,,,,,
,,,CHANNEL,D2968,,,CHANNEL,D3168,,,BOOL,H109.14,,,BOOL,W109.14,,,,,,,,
,,,CHANNEL,D2969,,,CHANNEL,D3169,,,BOOL,H109.15,,,BOOL,W109.15,,,,,,,,
,,,CHANNEL,D2970,,,CHANNEL,D3170,,,,,,,,,,,,,,,,
,,,CHANNEL,D2971,,,CHANNEL,D3171,,,,,,,,,,,,,,,,
,,,CHANNEL,D2972,,,CHANNEL,D3172,,,,,,,,,,,,,,,,
,,,CHANNEL,D2973,,,CHANNEL,D3173,,,,,,,,,,,,,,,,
,,,CHANNEL,D2974,,,CHANNEL,D3174,,,,,,,,,,,,,,,,
,,,CHANNEL,D2975,,,CHANNEL,D3175,,,,,,,,,,,,,,,,
,,,CHANNEL,D2976,,,CHANNEL,D3176,,,,,,,,,,,,,,,,
,,,CHANNEL,D2977,,,CHANNEL,D3177,,,,,,,,,,,,,,,,
,,,CHANNEL,D2978,,,CHANNEL,D3178,,,,,,,,,,,,,,,,
,,,CHANNEL,D2979,,,CHANNEL,D3179,,,,,,,,,,,,,,,,
,,,CHANNEL,D2980,,,CHANNEL,D3180,,,,,,,,,,,,,,,,
,,,CHANNEL,D2981,,,CHANNEL,D3181,,,,,,,,,,,,,,,,
,,,CHANNEL,D2982,,,CHANNEL,D3182,,,,,,,,,,,,,,,,
,,,CHANNEL,D2983,,,CHANNEL,D3183,,,,,,,,,,,,,,,,
,,,CHANNEL,D2984,,,CHANNEL,D3184,,,,,,,,,,,,,,,,
,,,CHANNEL,D2985,,,CHANNEL,D3185,,,,,,,,,,,,,,,,
,,,CHANNEL,D2986,,,CHANNEL,D3186,,,,,,,,,,,,,,,,
,,,CHANNEL,D2987,,,CHANNEL,D3187,,,,,,,,,,,,,,,,
,,,CHANNEL,D2988,,,CHANNEL,D3188,,,,,,,,,,,,,,,,
,,,CHANNEL,D2989,,,CHANNEL,D3189,,,,,,,,,,,,,,,,
,,,CHANNEL,D2990,,,CHANNEL,D3190,,,,,,,,,,,,,,,,
,,,CHANNEL,D2991,,,CHANNEL,D3191,,,,,,,,,,,,,,,,
,,,CHANNEL,D2992,,,CHANNEL,D3192,,,,,,,,,,,,,,,,
,,,CHANNEL,D2993,,,CHANNEL,D3193,,,,,,,,,,,,,,,,
,,,CHANNEL,D2994,,,CHANNEL,D3194,,,,,,,,,,,,,,,,
,,,CHANNEL,D2995,,,CHANNEL,D3195,,,,,,,,,,,,,,,,
,,,CHANNEL,D2996,,,CHANNEL,D3196,,,,,,,,,,,,,,,,
,,,CHANNEL,D2997,,,CHANNEL,D3197,,,,,,,,,,,,,,,,
,,,CHANNEL,D2998,,,CHANNEL,D3198,,,,,,,,,,,,,,,,
,,,CHANNEL,D2999,,,CHANNEL,D3199,,,,,,,,,,,,,,,,
